id,created_at,description,scan_id,type,recommendation,severity,attack_type_code,state,eal_low,eal_ml,eal_high,eal_daily
2515,2025-06-27 19:13:44.17,Rule: link-name | Impact: serious | Help: https://dequeuniversity.com/rules/axe/4.8/link-name?application=axeAPI,rxcu4jBjGtl,ACCESSIBILITY_VIOLATION,Ensures links have discernible text (48 elements across 4 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2516,2025-06-27 19:13:44.251,Rule: listitem | Impact: serious | Help: https://dequeuniversity.com/rules/axe/4.8/listitem?application=axeAPI,rxcu4jBjGtl,ACCESSIBILITY_VIOLATION,Ensures <li> elements are used semantically (4 elements across 4 pages),HIGH,ADA_COMPLIANCE,VERIFIED,2000,7500,15000,
2517,2025-06-27 19:13:44.327,Rule: meta-viewport | Impact: critical | Help: https://dequeuniversity.com/rules/axe/4.8/meta-viewport?application=axeAPI,rxcu4jBjGtl,ACCESSIBILITY_VIOLATION,"Ensures <meta name=""viewport""> does not disable text scaling and zooming (4 elements across 4 pages)",HIGH,ADA_COMPLIANCE,VERIFIED,2000,7500,15000,
2518,2025-06-27 19:14:43.885,"Successful bypass techniques: IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, HTTP_METHOD_SWITCH, PATH_VARIATION, PATH_VARIATION, PATH_VARIATION.",rxcu4jBjGtl,RATE_LIMIT_BYPASS,The rate limiting implementation on //www.youtube.com/player_api can be bypassed. Ensure that the real client IP is correctly identified and that logic is not easily evaded by simple transformations.,HIGH,MALWARE,DISREGARD,10000,19000,38000,
2519,2025-06-27 21:23:58.77,Infostealer sources: Stealer Logs. Sample users: mike,9B4x4CU9ED5,INFOSTEALER_COMPROMISE,CRITICAL: 1 employees compromised by infostealer malware (63 corporate emails),MEDIUM,MALWARE,AUTOMATED,5000,9000,18000,
2520,2025-06-27 21:23:58.774,Passwords exposed across 14 breach databases,9B4x4CU9ED5,PASSWORD_EXPOSURE,HIGH: 6 employees have exposed passwords in breaches,MEDIUM,MALWARE,AUTOMATED,5000,9000,18000,
2521,2025-06-27 21:23:58.776,"Email exposure across 14 sources. Corporate: 63, Personal: 0",9B4x4CU9ED5,EMAIL_EXPOSURE,MEDIUM: 56 employee email addresses found in breach databases,MEDIUM,MALWARE,AUTOMATED,5000,9000,18000,
2522,2025-06-27 21:23:58.778,"Sources: Collection 1, Unknown, MyFitnessPal.com, ShareThis.com, AT&T...",9B4x4CU9ED5,BREACH_SUMMARY,"Breach Summary: 63 total employees exposed (1 infostealer, 6 password, 56 email-only)",MEDIUM,MALWARE,AUTOMATED,5000,9000,18000,
2523,2025-06-27 21:23:58.781,"Breach sources: Collection 1, Unknown, MyFitnessPal.com, ShareThis.com, AT&T, MGMResorts.com, Verifications.io, ExploreTalent.com, National Public Data, Flexbooker.com... (+4 more)",9B4x4CU9ED5,MULTIPLE_BREACH_SOURCES,Domain lodging-source.com found in 14 different breach databases,MEDIUM,MALWARE,AUTOMATED,5000,9000,18000,
2524,2025-06-27 21:24:05.299,DMARC policy is in monitoring mode (p=none) and provides no active protection.,9B4x4CU9ED5,EMAIL_SECURITY_WEAKNESS,Strengthen DMARC policy from p=none to p=quarantine or p=reject to actively prevent email spoofing.,LOW,PHISHING_BEC,AUTOMATED,1000,2000,4000,
2525,2025-06-27 21:24:06.353,Exposed service on port 443,9B4x4CU9ED5,EXPOSED_SERVICE,Restrict public access and apply latest security hardening guides.,INFO,SITE_HACK,AUTOMATED,1000,1000,2000,
2526,2025-06-27 21:24:16.351,Python validation: TLS handshake failed: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),9B4x4CU9ED5,TLS_CONFIGURATION_ISSUE,Configure server to present complete certificate chain including intermediate certificates,INFO,MALWARE,AUTOMATED,1000,2000,4000,
2527,2025-06-27 21:24:27.72,Python validation: TLS handshake failed: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),9B4x4CU9ED5,TLS_CONFIGURATION_ISSUE,Configure server to present complete certificate chain including intermediate certificates,INFO,MALWARE,AUTOMATED,1000,2000,4000,
2528,2025-06-27 21:24:27.724,No valid SSL/TLS certificate found on any tested host variant,9B4x4CU9ED5,MISSING_TLS_CERTIFICATE,Configure SSL/TLS certificates for all public hosts,HIGH,MALWARE,AUTOMATED,10000,19000,38000,
2529,2025-06-27 21:24:50.999,Potential typosquat threat with different ownership. Risk factors: WHOIS lookup failed: Skipped in fast mode,9B4x4CU9ED5,PHISHING_SETUP,Investigate and potentially initiate takedown procedures for lodging-sou.rce.com,MEDIUM,PHISHING_BEC,AUTOMATED,2000,4000,8000,
2530,2025-06-27 21:24:51.458,Potential typosquat threat with different ownership. Risk factors: WHOIS lookup failed: Skipped in fast mode,9B4x4CU9ED5,PHISHING_SETUP,Investigate and potentially initiate takedown procedures for lodging-sour.ce.com,MEDIUM,PHISHING_BEC,AUTOMATED,2000,4000,8000,
2531,2025-06-27 21:24:51.655,Potential typosquat threat with different ownership. Risk factors: WHOIS lookup failed: Skipped in fast mode,9B4x4CU9ED5,PHISHING_SETUP,Investigate and potentially initiate takedown procedures for lodging-so.urce.com,MEDIUM,PHISHING_BEC,AUTOMATED,2000,4000,8000,
2532,2025-06-27 21:24:51.87,Potential typosquat threat with different ownership. Risk factors: WHOIS lookup failed: Skipped in fast mode,9B4x4CU9ED5,PHISHING_SETUP,Investigate and potentially initiate takedown procedures for lodgin.g-source.com,MEDIUM,PHISHING_BEC,AUTOMATED,2000,4000,8000,
2533,2025-06-27 21:27:05.268,Domain redirects to lodging-source.com; verify legitimate ownership. Evidence: WHOIS lookup failed: Skipped in fast mode,9B4x4CU9ED5,TYPOSQUAT_REDIRECT,Investigate and potentially initiate takedown procedures for lodgingsource.com,MEDIUM,MALWARE,AUTOMATED,5000,9000,18000,
2534,2025-06-27 21:31:27.636,Rule: color-contrast | Impact: serious | Help: https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=axeAPI,9B4x4CU9ED5,ACCESSIBILITY_VIOLATION,Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds (8 elements across 1 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2535,2025-06-27 21:31:27.639,Rule: html-has-lang | Impact: serious | Help: https://dequeuniversity.com/rules/axe/4.8/html-has-lang?application=axeAPI,9B4x4CU9ED5,ACCESSIBILITY_VIOLATION,Ensures every HTML document has a lang attribute (1 elements across 1 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2536,2025-06-27 21:31:27.64,Rule: image-alt | Impact: critical | Help: https://dequeuniversity.com/rules/axe/4.8/image-alt?application=axeAPI,9B4x4CU9ED5,ACCESSIBILITY_VIOLATION,Ensures <img> elements have alternate text or a role of none or presentation (3 elements across 1 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2537,2025-06-27 21:31:27.642,Rule: link-name | Impact: serious | Help: https://dequeuniversity.com/rules/axe/4.8/link-name?application=axeAPI,9B4x4CU9ED5,ACCESSIBILITY_VIOLATION,Ensures links have discernible text (12 elements across 1 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2538,2025-06-27 21:31:27.643,Rule: listitem | Impact: serious | Help: https://dequeuniversity.com/rules/axe/4.8/listitem?application=axeAPI,9B4x4CU9ED5,ACCESSIBILITY_VIOLATION,Ensures <li> elements are used semantically (1 elements across 1 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2539,2025-06-27 21:31:27.645,Rule: meta-viewport | Impact: critical | Help: https://dequeuniversity.com/rules/axe/4.8/meta-viewport?application=axeAPI,9B4x4CU9ED5,ACCESSIBILITY_VIOLATION,"Ensures <meta name=""viewport""> does not disable text scaling and zooming (1 elements across 1 pages)",HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2540,2025-06-27 21:32:11.081,"Successful bypass techniques: IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, HTTP_METHOD_SWITCH, PATH_VARIATION, PATH_VARIATION, PATH_VARIATION.",9B4x4CU9ED5,RATE_LIMIT_BYPASS,The rate limiting implementation on //www.youtube.com/player_api can be bypassed. Ensure that the real client IP is correctly identified and that logic is not easily evaded by simple transformations.,HIGH,MALWARE,AUTOMATED,10000,19000,38000,
2541,2025-06-28 03:06:24.66,Infostealer sources: Stealer Logs. Sample users: mike,bVnwKbt6Tez,INFOSTEALER_COMPROMISE,CRITICAL: 1 employees compromised by infostealer malware (63 corporate emails),MEDIUM,MALWARE,AUTOMATED,5000,9000,18000,
2542,2025-06-28 03:06:24.664,Passwords exposed across 14 breach databases,bVnwKbt6Tez,PASSWORD_EXPOSURE,HIGH: 6 employees have exposed passwords in breaches,MEDIUM,MALWARE,AUTOMATED,5000,9000,18000,
2543,2025-06-28 03:06:24.665,"Email exposure across 14 sources. Corporate: 63, Personal: 0",bVnwKbt6Tez,EMAIL_EXPOSURE,MEDIUM: 56 employee email addresses found in breach databases,MEDIUM,MALWARE,AUTOMATED,5000,9000,18000,
2544,2025-06-28 03:06:24.667,"Sources: Collection 1, Unknown, MyFitnessPal.com, ShareThis.com, AT&T...",bVnwKbt6Tez,BREACH_SUMMARY,"Breach Summary: 63 total employees exposed (1 infostealer, 6 password, 56 email-only)",MEDIUM,MALWARE,AUTOMATED,5000,9000,18000,
2545,2025-06-28 03:06:24.669,"Breach sources: Collection 1, Unknown, MyFitnessPal.com, ShareThis.com, AT&T, MGMResorts.com, Verifications.io, ExploreTalent.com, National Public Data, Flexbooker.com... (+4 more)",bVnwKbt6Tez,MULTIPLE_BREACH_SOURCES,Domain lodging-source.com found in 14 different breach databases,MEDIUM,MALWARE,AUTOMATED,5000,9000,18000,
2546,2025-06-28 03:06:31.425,DMARC policy is in monitoring mode (p=none) and provides no active protection.,bVnwKbt6Tez,EMAIL_SECURITY_WEAKNESS,Strengthen DMARC policy from p=none to p=quarantine or p=reject to actively prevent email spoofing.,LOW,PHISHING_BEC,AUTOMATED,1000,2000,4000,
2547,2025-06-28 03:06:32.2,Exposed service on port 443,bVnwKbt6Tez,EXPOSED_SERVICE,Restrict public access and apply latest security hardening guides.,INFO,SITE_HACK,AUTOMATED,1000,1000,2000,
2548,2025-06-28 03:06:32.206,Exposed service on port 443,bVnwKbt6Tez,EXPOSED_SERVICE,Restrict public access and apply latest security hardening guides.,INFO,SITE_HACK,AUTOMATED,1000,1000,2000,
2549,2025-06-28 03:06:42.394,Python validation: TLS handshake failed: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),bVnwKbt6Tez,TLS_CONFIGURATION_ISSUE,Configure server to present complete certificate chain including intermediate certificates,INFO,MALWARE,AUTOMATED,1000,2000,4000,
2550,2025-06-28 03:06:53.523,Python validation: TLS handshake failed: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),bVnwKbt6Tez,TLS_CONFIGURATION_ISSUE,Configure server to present complete certificate chain including intermediate certificates,INFO,MALWARE,AUTOMATED,1000,2000,4000,
2551,2025-06-28 03:06:53.526,No valid SSL/TLS certificate found on any tested host variant,bVnwKbt6Tez,MISSING_TLS_CERTIFICATE,Configure SSL/TLS certificates for all public hosts,HIGH,MALWARE,AUTOMATED,10000,19000,38000,
2552,2025-06-28 03:07:28.059,Potential typosquat threat with different ownership. Risk factors: WHOIS lookup failed: Skipped in fast mode,bVnwKbt6Tez,PHISHING_SETUP,Investigate and potentially initiate takedown procedures for lodging-sou.rce.com,MEDIUM,PHISHING_BEC,AUTOMATED,2000,4000,8000,
2553,2025-06-28 03:07:28.444,Potential typosquat threat with different ownership. Risk factors: WHOIS lookup failed: Skipped in fast mode,bVnwKbt6Tez,PHISHING_SETUP,Investigate and potentially initiate takedown procedures for lodging-sour.ce.com,MEDIUM,PHISHING_BEC,AUTOMATED,2000,4000,8000,
2554,2025-06-28 03:07:28.925,Potential typosquat threat with different ownership. Risk factors: WHOIS lookup failed: Skipped in fast mode,bVnwKbt6Tez,PHISHING_SETUP,Investigate and potentially initiate takedown procedures for lodgin.g-source.com,MEDIUM,PHISHING_BEC,AUTOMATED,2000,4000,8000,
2555,2025-06-28 03:07:29.123,Potential typosquat threat with different ownership. Risk factors: WHOIS lookup failed: Skipped in fast mode,bVnwKbt6Tez,PHISHING_SETUP,Investigate and potentially initiate takedown procedures for lodging-so.urce.com,MEDIUM,PHISHING_BEC,AUTOMATED,2000,4000,8000,
2556,2025-06-28 03:09:42.195,Domain redirects to lodging-source.com; verify legitimate ownership. Evidence: WHOIS lookup failed: Skipped in fast mode,bVnwKbt6Tez,TYPOSQUAT_REDIRECT,Investigate and potentially initiate takedown procedures for lodgingsource.com,MEDIUM,MALWARE,AUTOMATED,5000,9000,18000,
2557,2025-06-28 03:13:48.576,Rule: color-contrast | Impact: serious | Help: https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=axeAPI,bVnwKbt6Tez,ACCESSIBILITY_VIOLATION,Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds (16 elements across 2 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2558,2025-06-28 03:13:48.58,Rule: html-has-lang | Impact: serious | Help: https://dequeuniversity.com/rules/axe/4.8/html-has-lang?application=axeAPI,bVnwKbt6Tez,ACCESSIBILITY_VIOLATION,Ensures every HTML document has a lang attribute (2 elements across 2 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2559,2025-06-28 03:13:48.581,Rule: image-alt | Impact: critical | Help: https://dequeuniversity.com/rules/axe/4.8/image-alt?application=axeAPI,bVnwKbt6Tez,ACCESSIBILITY_VIOLATION,Ensures <img> elements have alternate text or a role of none or presentation (6 elements across 2 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2560,2025-06-28 03:13:48.582,Rule: link-name | Impact: serious | Help: https://dequeuniversity.com/rules/axe/4.8/link-name?application=axeAPI,bVnwKbt6Tez,ACCESSIBILITY_VIOLATION,Ensures links have discernible text (24 elements across 2 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2561,2025-06-28 03:13:48.583,Rule: listitem | Impact: serious | Help: https://dequeuniversity.com/rules/axe/4.8/listitem?application=axeAPI,bVnwKbt6Tez,ACCESSIBILITY_VIOLATION,Ensures <li> elements are used semantically (2 elements across 2 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2562,2025-06-28 03:13:48.584,Rule: meta-viewport | Impact: critical | Help: https://dequeuniversity.com/rules/axe/4.8/meta-viewport?application=axeAPI,bVnwKbt6Tez,ACCESSIBILITY_VIOLATION,"Ensures <meta name=""viewport""> does not disable text scaling and zooming (2 elements across 2 pages)",HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2563,2025-06-28 03:14:37.814,"Successful bypass techniques: IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, HTTP_METHOD_SWITCH, PATH_VARIATION, PATH_VARIATION, PATH_VARIATION.",bVnwKbt6Tez,RATE_LIMIT_BYPASS,The rate limiting implementation on //www.youtube.com/player_api can be bypassed. Ensure that the real client IP is correctly identified and that logic is not easily evaded by simple transformations.,HIGH,MALWARE,AUTOMATED,10000,19000,38000,
2564,2025-06-28 20:20:04.686,"CRITICAL - Infostealer victims: mike | Sources: Stealer Logs | MEDIUM - Password exposure: jayme, kelli, jessica, lauren, mike, mike | Total breach sources: 14 | Corporate emails: 7, Personal: 0",3OiHl0SRpc7,BREACH_ANALYSIS,"7 employees found in breach databases: 1 infostealer victims, 6 with passwords only",MEDIUM,MALWARE,AUTOMATED,5000,9000,18000,
2565,2025-06-28 20:20:11.461,DMARC policy is in monitoring mode (p=none) and provides no active protection.,3OiHl0SRpc7,EMAIL_SECURITY_WEAKNESS,Strengthen DMARC policy from p=none to p=quarantine or p=reject to actively prevent email spoofing.,LOW,PHISHING_BEC,AUTOMATED,1000,2000,4000,
2566,2025-06-28 20:20:12.066,Exposed service on port 443,3OiHl0SRpc7,EXPOSED_SERVICE,Restrict public access and apply latest security hardening guides.,INFO,SITE_HACK,AUTOMATED,1000,1000,2000,
2567,2025-06-28 20:20:12.073,Exposed service on port 443,3OiHl0SRpc7,EXPOSED_SERVICE,Restrict public access and apply latest security hardening guides.,INFO,SITE_HACK,AUTOMATED,1000,1000,2000,
2568,2025-06-28 20:20:22.57,Python validation: TLS handshake failed: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),3OiHl0SRpc7,TLS_CONFIGURATION_ISSUE,Configure server to present complete certificate chain including intermediate certificates,INFO,MALWARE,AUTOMATED,1000,2000,4000,
2569,2025-06-28 20:20:33.722,Python validation: TLS handshake failed: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),3OiHl0SRpc7,TLS_CONFIGURATION_ISSUE,Configure server to present complete certificate chain including intermediate certificates,INFO,MALWARE,AUTOMATED,1000,2000,4000,
2570,2025-06-28 20:20:33.728,No valid SSL/TLS certificate found on any tested host variant,3OiHl0SRpc7,MISSING_TLS_CERTIFICATE,Configure SSL/TLS certificates for all public hosts,HIGH,MALWARE,AUTOMATED,10000,19000,38000,
2571,2025-06-28 20:20:56.836,Potential typosquat threat with different ownership. Risk factors: WHOIS lookup failed: Skipped in fast mode,3OiHl0SRpc7,PHISHING_SETUP,Investigate and potentially initiate takedown procedures for lodging-sou.rce.com,MEDIUM,PHISHING_BEC,AUTOMATED,2000,4000,8000,
2572,2025-06-28 20:20:57.362,Potential typosquat threat with different ownership. Risk factors: WHOIS lookup failed: Skipped in fast mode,3OiHl0SRpc7,PHISHING_SETUP,Investigate and potentially initiate takedown procedures for lodging-sour.ce.com,MEDIUM,PHISHING_BEC,AUTOMATED,2000,4000,8000,
2573,2025-06-28 20:20:57.616,Potential typosquat threat with different ownership. Risk factors: WHOIS lookup failed: Skipped in fast mode,3OiHl0SRpc7,PHISHING_SETUP,Investigate and potentially initiate takedown procedures for lodging-so.urce.com,MEDIUM,PHISHING_BEC,AUTOMATED,2000,4000,8000,
2574,2025-06-28 20:20:57.623,Potential typosquat threat with different ownership. Risk factors: WHOIS lookup failed: Skipped in fast mode,3OiHl0SRpc7,PHISHING_SETUP,Investigate and potentially initiate takedown procedures for lodgin.g-source.com,MEDIUM,PHISHING_BEC,AUTOMATED,2000,4000,8000,
2575,2025-06-28 20:23:11.481,Domain redirects to lodging-source.com; verify legitimate ownership. Evidence: WHOIS lookup failed: Skipped in fast mode,3OiHl0SRpc7,TYPOSQUAT_REDIRECT,Investigate and potentially initiate takedown procedures for lodgingsource.com,MEDIUM,MALWARE,AUTOMATED,5000,9000,18000,
2576,2025-06-28 20:28:25.048,Rule: color-contrast | Impact: serious | Help: https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=axeAPI,3OiHl0SRpc7,ACCESSIBILITY_VIOLATION,Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds (8 elements across 1 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2577,2025-06-28 20:28:25.051,Rule: html-has-lang | Impact: serious | Help: https://dequeuniversity.com/rules/axe/4.8/html-has-lang?application=axeAPI,3OiHl0SRpc7,ACCESSIBILITY_VIOLATION,Ensures every HTML document has a lang attribute (1 elements across 1 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2578,2025-06-28 20:28:25.053,Rule: image-alt | Impact: critical | Help: https://dequeuniversity.com/rules/axe/4.8/image-alt?application=axeAPI,3OiHl0SRpc7,ACCESSIBILITY_VIOLATION,Ensures <img> elements have alternate text or a role of none or presentation (3 elements across 1 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2579,2025-06-28 20:28:25.054,Rule: link-name | Impact: serious | Help: https://dequeuniversity.com/rules/axe/4.8/link-name?application=axeAPI,3OiHl0SRpc7,ACCESSIBILITY_VIOLATION,Ensures links have discernible text (12 elements across 1 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2580,2025-06-28 20:28:25.055,Rule: listitem | Impact: serious | Help: https://dequeuniversity.com/rules/axe/4.8/listitem?application=axeAPI,3OiHl0SRpc7,ACCESSIBILITY_VIOLATION,Ensures <li> elements are used semantically (1 elements across 1 pages),HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2581,2025-06-28 20:28:25.056,Rule: meta-viewport | Impact: critical | Help: https://dequeuniversity.com/rules/axe/4.8/meta-viewport?application=axeAPI,3OiHl0SRpc7,ACCESSIBILITY_VIOLATION,"Ensures <meta name=""viewport""> does not disable text scaling and zooming (1 elements across 1 pages)",HIGH,ADA_COMPLIANCE,AUTOMATED,2000,7500,15000,
2582,2025-06-28 20:29:18.936,"Successful bypass techniques: IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, IP_SPOOFING_HEADER, HTTP_METHOD_SWITCH, PATH_VARIATION, PATH_VARIATION, PATH_VARIATION.",3OiHl0SRpc7,RATE_LIMIT_BYPASS,The rate limiting implementation on //www.youtube.com/player_api can be bypassed. Ensure that the real client IP is correctly identified and that logic is not easily evaded by simple transformations.,HIGH,MALWARE,AUTOMATED,10000,19000,38000,
2583,2025-06-28 20:54:12.134,"Usernames: mike | Sources: Stealer Logs | Risk: Session hijacking, account takeover",JaJAhcI_gjO,INFOSTEALER_BREACH,1 employees compromised by infostealer malware,CRITICAL,MALWARE,AUTOMATED,12000,24000,48000,
2584,2025-06-28 20:54:12.139,"Usernames: jayme, kelli, jessica, lauren, mike, mike | Risk: Credential stuffing, brute force attacks",JaJAhcI_gjO,PASSWORD_BREACH,6 employees with password exposure,CRITICAL,MALWARE,AUTOMATED,12000,24000,48000,
2585,2025-06-28 20:54:12.141,"Usernames: shellyj2581, bert, mike, gretchen, mike, amy, jayme, katie, julia, ann, shellymarshall, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, mike, gretchen, bert, amy, dana, gretchen, jayme, george, kara, jayme, amy, katherine, gretchen, mike, bert | Risk: Phishing, social engineering targeting",JaJAhcI_gjO,EMAIL_EXPOSURE,56 employee email addresses found in breach databases,CRITICAL,MALWARE,AUTOMATED,12000,24000,48000,
